,num_vinculo,dc_cargo_base,grupo_cargo_base,nivel_cargo_base,segmento_cargo_base,referencia_cargo_comissao,relacao_juridica,qt_hora_jornada_semanal,dc_orgao,qtd_servidores_orgao,ano_nascimento,sexo,raca,pessoa_com_deficiencia,vl_remuneracao_base_mensal,vl_outro_elemento_remuneracao,vl_remuneracao_total_bruta,cedido,tempo_exercicio_dias
105,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,IV,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1956,M,BRANCA,NAO,14854.95,6511.17,21366.12,False,10669
106,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1955,M,BRANCA,NAO,14958.63,5614.16,20572.79,False,12609
107,2,ANALISTA,QAA,Nenhum,PEDAGOGIA,,ADMITIDO,40,SUBPREFEITURA VILA MARIANA,152.0,1954,F,BRANCA,NAO,7215.11,1010.11,8225.22,True,14251
108,4,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,,EFETIVO,40,SUBPREFEITURA SAO MATEUS,178.0,1963,F,BRANCA,NAO,17980.63,2919.68,20900.31,False,10849
109,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,IV,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1959,M,BRANCA,NAO,16043.35,2658.29,18701.64,False,10669
110,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA JACANA/TREMEMBE,159.0,1955,M,BRANCA,NAO,19623.47,3159.51,22782.98,False,13287
111,3,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,II,CIENCIAS CONTABEIS,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1963,M,BRANCA,NAO,7575.84,1472.84,9048.68,False,3991
112,4,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1961,F,PARDA,NAO,13830.12,2348.44,16178.56,False,10872
113,3,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,III,ADMINISTRACAO,,EFETIVO,40,SUBPREFEITURA IPIRANGA,138.0,1960,M,BRANCA,NAO,11371.17,2004.19,13375.36,False,11377
114,4,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1959,M,BRANCA,NAO,13850.58,2351.31,16201.89,True,11840
115,3,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1963,F,BRANCA,NAO,14862.15,4754.02,19616.17,False,10572
116,6,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1957,F,BRANCA,NAO,20091.56,3225.04,23316.6,False,11592
117,5,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,PEDAGOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1959,M,BRANCA,NAO,14854.95,2491.92,17346.87,False,10655
118,4,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1958,F,PRETA,NAO,7575.84,412.23,7988.07,False,4188
119,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1961,F,BRANCA,NAO,16136.52,5144.83,21281.35,False,11522
120,2,ANALISTA,QAA,Nenhum,0,,ADMITIDO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1961,F,BRANCA,NAO,7215.11,2408.93,9624.04,False,12153
121,3,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1958,F,BRANCA,NAO,7859.65,98.15,7957.8,False,4208
122,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",DAS09,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1960,F,BRANCA,NAO,8681.41,1627.62,10309.03,False,5133
123,4,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,II,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1956,M,PARDA,NAO,8341.46,412.23,8753.69,False,230
124,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1955,F,BRANCA,NAO,17869.07,2913.89,20782.96,False,13246
125,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ARQUITETURA,DAS14,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1960,M,BRANCA,NAO,13755.38,4284.3,18039.68,False,10976
126,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,III,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1961,F,BRANCA,NAO,12280.86,2131.55,14412.41,False,10669
127,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,Nenhum,"EDUCACAO FISICA, ESPORTES",,ADMITIDO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1958,M,PRETA,NAO,7215.11,2408.93,9624.04,False,13186
128,1,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,Nenhum,ENGENHARIA,,ADMITIDO,40,SUBPREFEITURA SAO MIGUEL,264.0,1958,M,BRANCA,NAO,8458.75,1596.45,10055.2,False,14339
129,3,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1959,F,BRANCA,NAO,16043.35,2658.29,18701.64,False,11567
130,2,ANALISTA,QAA,Nenhum,0,,ADMITIDO,40,SUBPREFEITURA VILA MARIANA,152.0,1948,F,BRANCA,NAO,7215.11,1422.34,8637.45,False,12190
131,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1955,F,BRANCA,NAO,14951.63,2485.82,17437.45,False,10524
132,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1956,M,BRANCA,NAO,19541.48,3148.03,22689.51,False,10964
133,5,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,PEDAGOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1963,F,BRANCA,NAO,15111.4,2410.04,17521.44,False,11136
134,3,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1960,F,BRANCA,NAO,16687.89,2658.29,19346.18,False,10887
135,1,ANALISTA,QAA,Nenhum,0,,ADMITIDO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1963,F,BRANCA,NAO,7215.11,1010.11,8225.22,True,12916
136,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA BUTANTA,122.0,1959,M,BRANCA,NAO,19541.48,3148.03,22689.51,False,13287
137,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,DAS15,EFETIVO,40,SUBPREFEITURA M'BOI MIRIM,109.0,1955,M,BRANCA,NAO,20895.97,3148.03,24044.0,False,12607
138,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA CIVIL,,EFETIVO,40,SUBPREFEITURA CAMPO LIMPO,158.0,1960,M,BRANCA,NAO,,,0.0,False,13272
139,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,DAS12,EFETIVO,40,SUBPREFEITURA MOOCA,192.0,1960,M,BRANCA,NAO,21022.36,6542.92,27565.28,False,12070
140,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1959,F,BRANCA,NAO,19541.48,6189.01,25730.49,False,12686
141,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1958,M,BRANCA,NAO,19541.48,6189.01,25730.49,False,13131
142,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1957,M,BRANCA,NAO,18093.95,2945.38,21039.33,False,11032
143,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1958,M,BRANCA,NAO,19541.48,7274.65,26816.13,False,12607
144,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1959,M,AMARELA,NAO,19541.48,3148.03,22689.51,False,12684
145,4,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1958,M,BRANCA,NAO,19541.48,5992.71,25534.19,True,12718
146,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA SANTANA/TUCURUVI,183.0,1953,M,BRANCA,NAO,18093.95,2945.38,21039.33,False,12729
147,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,SOCIOLOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1952,M,BRANCA,NAO,16043.35,2659.09,18702.44,False,14251
148,2,ESPECIALISTA,PCCS,Nenhum,ARQUITETURA,,ADMITIDO,40,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,740.0,1956,F,BRANCA,NAO,5230.96,1723.46,6954.42,False,13186
149,3,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1953,F,BRANCA,NAO,18094.57,2945.46,21040.03,False,10922
150,1,ANALISTA,QAA,Nenhum,0,,ADMITIDO,40,GABINETE DO PREFEITO,865.0,1958,F,BRANCA,NAO,7215.11,1202.52,8417.63,True,14251
151,2,ANALISTA,QAA,Nenhum,0,,ADMITIDO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1957,F,AMARELA,NAO,7215.11,3025.7,10240.81,False,13873
152,1,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,Nenhum,SERVICO SOCIAL,,ADMITIDO,30,SUBPREFEITURA VILA PRUDENTE,110.0,1957,F,BRANCA,NAO,7774.22,1500.62,9274.84,False,14233
153,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,TECNOLOGIA EM MECANICA,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1957,M,BRANCA,NAO,16043.35,2658.29,18701.64,False,14164
154,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,TECNOLOGIA EM MECANICA,,EFETIVO,40,SUBPREFEITURA BUTANTA,122.0,1954,M,BRANCA,NAO,17413.71,5752.42,23166.13,False,14162
155,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1955,F,NAO INFORMADO,NAO,13905.66,2011.2,15916.86,False,10545
156,1,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,TECNOLOGIA EM ELETRICIDADE,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1956,M,AMARELA,NAO,18044.42,5749.54,23793.96,False,14143
157,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1960,F,BRANCA,NAO,14798.8,2484.06,17282.86,False,10856
158,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE MOBILIDADE E TRANSPORTES,59.0,1953,M,BRANCA,NAO,19541.48,6208.64,25750.12,False,12803
159,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,ADMINISTRACAO,,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1962,M,BRANCA,NAO,16140.84,7693.44,23834.28,False,11593
160,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1958,M,BRANCA,NAO,19541.48,3148.03,22689.51,False,13271
161,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,163.0,1959,F,BRANCA,NAO,19541.48,2735.8,22277.28,True,12938
162,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1964,F,BRANCA,NAO,15542.57,4044.11,19586.68,False,10542
163,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,ADMINISTRACAO,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1953,F,BRANCA,NAO,16043.35,2658.29,18701.64,False,14097
164,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE EDUCACAO,82094.0,1961,F,BRANCA,NAO,7575.84,412.23,7988.07,False,4721
165,3,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,I,,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1963,M,BRANCA,NAO,24175.55,8395.28,32570.83,False,5215
166,4,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ENGENHARIA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1962,M,BRANCA,NAO,9025.07,314.08,9339.15,False,3263
167,6,ANALISTA DE ORDENAMENTO TERRITORIAL,QAA,IV,SOCIOLOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1964,F,BRANCA,NAO,14963.27,2471.15,17434.42,False,10670
168,1,ESPECIALISTA,PCCS,Nenhum,ARQUITETURA,,ADMITIDO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1952,M,BRANCA,NAO,5228.44,926.94,6155.38,True,14079
169,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,ADMINISTRACAO,,EFETIVO,40,SUBPREFEITURA CAPELA DO SOCORRO,127.0,1960,F,BRANCA,NAO,13847.75,2350.91,16198.66,False,11007
170,3,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,II,,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1961,M,BRANCA,NAO,24175.55,11947.87,36123.42,False,9355
171,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA IPIRANGA,138.0,1958,F,BRANCA,NAO,13483.49,2299.91,15783.4,False,11028
172,3,ANALISTA,QAA,Nenhum,0,,ADMITIDO,40,PROCURADORIA GERAL DO MUNICIPIO,795.0,1951,M,BRANCA,NAO,7215.11,2790.14,10005.25,False,13197
173,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,ARQUITETURA,DAS10,EFETIVO,40,SUBPREFEITURA SANTANA/TUCURUVI,183.0,1962,F,BRANCA,NAO,8810.28,2898.11,11708.39,False,3019
174,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,Nenhum,"EDUCACAO FISICA, ESPORTES",,ADMITIDO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1954,M,BRANCA,NAO,7215.11,1422.34,8637.45,False,13600
175,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,III,CIENCIAS CONTABEIS,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1963,M,PRETA,NAO,12087.35,2004.19,14091.54,False,8779
176,3,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,509.0,1952,M,PARDA,NAO,16043.35,2246.06,18289.41,True,13293
177,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA SE,277.0,1961,M,BRANCA,NAO,19541.48,3148.03,22689.51,False,12425
178,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1960,F,BRANCA,NAO,19541.48,3172.09,22713.57,False,13287
179,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,BIBLIOTECONOMIA,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1960,F,BRANCA,NAO,9364.0,3733.89,13097.89,False,11136
180,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,III,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1960,F,BRANCA,NAO,12320.96,5871.18,18192.14,False,10669
181,3,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,III,BIBLIOTECONOMIA,DAS12,EFETIVO,40,GABINETE DO PREFEITO,865.0,1957,F,BRANCA,NAO,12997.04,412.23,13409.27,False,7140
182,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,163.0,1962,F,BRANCA,NAO,19699.81,3170.2,22870.01,False,10612
183,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,Nenhum,"EDUCACAO FISICA, ESPORTES",,ADMITIDO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1960,M,BRANCA,NAO,7345.58,1362.09,8707.67,False,13187
184,1,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,ADMINISTRACAO,,EFETIVO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1953,M,BRANCA,NAO,16043.35,2658.29,18701.64,False,13966
185,3,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,III,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1956,F,BRANCA,NAO,11371.17,2004.19,13375.36,False,8784
186,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,I,AGRONOMIA,,EFETIVO,40,SUBPREFEITURA MOOCA,192.0,1962,M,BRANCA,NAO,8551.61,2882.99,11434.6,False,5615
187,1,ANALISTA,QAA,Nenhum,0,,ADMITIDO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1956,M,BRANCA,NAO,7215.11,1422.34,8637.45,False,13957
188,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,III,CIENCIAS CONTABEIS,DAS10,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1960,F,BRANCA,NAO,11629.6,3961.86,15591.46,False,7993
189,4,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA CAPELA DO SOCORRO,127.0,1958,M,BRANCA,NAO,19541.48,2735.8,22277.28,True,13016
190,3,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1960,F,BRANCA,NAO,16687.77,2748.51,19436.28,False,11032
191,3,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,III,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1960,M,PRETA,NAO,10528.87,3641.08,14169.95,False,8683
192,4,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,,EFETIVO,40,SUBPREFEITURA FREGUESIA DO O/BRASILANDIA,181.0,1963,M,PRETA,NAO,15098.71,2526.04,17624.75,False,10852
193,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,ADMINISTRACAO,,EFETIVO,40,GABINETE DO PREFEITO,865.0,1962,M,BRANCA,NAO,20466.0,3179.32,23645.32,False,11214
194,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1960,F,BRANCA,NAO,13754.58,2555.55,16310.13,False,10516
195,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,DAS11,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1960,F,BRANCA,NAO,16916.5,5293.79,22210.29,False,10636
196,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,PEDAGOGIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1957,F,BRANCA,NAO,14854.95,2496.74,17351.69,False,11152
197,2,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,ADMINISTRACAO,,EFETIVO,40,SUBPREFEITURA IPIRANGA,138.0,1964,F,BRANCA,NAO,16043.35,2246.06,18289.41,True,11371
198,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,898.0,1965,F,BRANCA,NAO,16160.19,9007.01,25167.2,False,11546
199,1,ANALISTA,QAA,Nenhum,0,,ADMITIDO,40,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,759.0,1958,M,BRANCA,NAO,7215.11,1811.79,9026.9,True,13776
200,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1956,F,BRANCA,NAO,19541.48,2735.8,22277.28,True,13271
201,1,ANALISTA,QAA,Nenhum,0,,ADMITIDO,40,SUBPREFEITURA ITAIM PAULISTA,183.0,1947,M,BRANCA,NAO,7380.84,1445.54,8826.38,False,13751
202,3,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,CIENCIAS CONTABEIS,,EFETIVO,40,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1960,F,BRANCA,NAO,16621.33,2739.21,19360.54,False,10851
203,3,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1962,F,BRANCA,NAO,16043.35,4919.95,20963.3,True,11683
204,3,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,I,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DE HABITACAO,247.0,1961,F,PRETA,NAO,6670.75,412.23,7082.98,False,2017
205,4,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ENGENHARIA,,EFETIVO,40,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,163.0,1959,M,BRANCA,NAO,21590.07,3434.83,25024.9,False,13240
206,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,III,ARQUITETURA,DAS12,EFETIVO,40,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,236.0,1959,M,BRANCA,NAO,13540.59,2031.0,15571.59,False,11854
207,2,"PROFISSIONAL ENG, ARQ, AGRONOMIA,GEOLOGIA",QEAG,IV,ARQUITETURA,,EFETIVO,40,SECRETARIA MUNICIPAL DE CULTURA,1180.0,1958,F,AMARELA,NAO,18093.95,2945.38,21039.33,False,11032
208,3,ANALISTA PLANEJAMENTO DESENV ORGANIZACIONAL,QAA,IV,ADMINISTRACAO,,EFETIVO,40,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1961,F,BRANCA,NAO,13754.58,4434.07,18188.65,False,11371
209,2,ANALISTA ASSISTENCIA DESENVOLVIMENTO SOCIAL,QAA,IV,SERVICO SOCIAL,,EFETIVO,30,SECRETARIA MUNICIPAL DA SAUDE,22493.0,1960,F,BRANCA,NAO,16043.35,5116.25,21159.6,False,11685
210,2,ANALISTA DE INFORMACOES CULTURA E DESPORTO,QAA,II,"EDUCACAO FISICA, ESPORTES",,EFETIVO,40,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,679.0,1963,M,BRANCA,NAO,8539.96,412.23,8952.19,False,6195
211,1,AUDITOR FISCAL TRIBUTARIO MUNICIPAL,QPAT,III,,,EFETIVO,44,SECRETARIA MUNICIPAL DA FAZENDA,972.0,1957,M,BRANCA,NAO,24175.55,20751.04,44926.59,False,13630
